data;

set Nv:= 1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22;
set Np:= 1 2 3 4 5 6 7 8 9 10;
set Nd:= 11 12 13 14 15 16 17 18 19 20;

param o:= 21;
param d:= 22;

param Q:= 
1	0.46666666865348816
2	0.2666666805744171
3	0.2666666805744171
4	0.13333334028720856
5	0.13333334028720856
6	0.46666666865348816
7	0.6000000238418579
8	0.13333334028720856
9	0.46666666865348816
10	0.06666667014360428;

param K:= 1;
param BigM:= 1000;
param cs:= 999999;

param D: 
	1	 2	 3	 4	 5	 6	 7	 8	 9	 10	 11	 12	 13	 14	 15	 16	 17	 18	 19	 20	 21	 22:=
1	0.0	0.5680360121090673	0.4707045402724652	0.552310785189212	0.5207844085114943	0.21899096931066314	0.7395879791372206	0.9283825335294101	0.5492135180964534	0.6272839566756059	0.9124612994759461	0.42082122747789275	0.8691846048033003	0.8655669496648698	0.6121242942831876	0.7744055886226094	0.4345028452168634	0.4693864286497122	0.32683804741942446	0.4058905568844625	0.03174880831100638	0.03174880831100638
2	0.5680360121090673	0.0	0.3245413865413476	0.032977803653185304	0.5659575007399285	0.6792244640070915	0.18330984329847527	0.4295972266861599	0.5096119911676099	0.14188177924136472	0.4702965726874842	0.20678332532250052	0.3682653742588038	0.3215052283797094	0.35991557504607136	0.2073863392891911	0.43796256679933354	0.0990226629429976	0.2951752666450036	0.4935500142988	0.55591325490594	0.55591325490594
3	0.4707045402724652	0.3245413865413476	0.0	0.3402915948206841	0.7450241727800986	0.47069810459076916	0.4004345074932031	0.7496983464789002	0.7175853546402788	0.4627167259466399	0.45393169083726964	0.39283192792768906	0.6895036605379031	0.6266114130746598	0.632558841401326	0.45860645258703164	0.12201289859692328	0.2739719879395673	0.40446085178048097	0.1876211620711831	0.477728879011741	0.477728879011741
4	0.552310785189212	0.032977803653185304	0.3402915948206841	0.0	0.5331334484206164	0.6728680395868979	0.2107725592169576	0.42315160223362724	0.4766389937254751	0.12243567197775032	0.5032386131391421	0.17698703131967344	0.3612601498677822	0.32443679026453803	0.3289148197800019	0.2285793950500731	0.4498667873706144	0.0899359969533925	0.26870725774756177	0.5027214432030861	0.538690702579502	0.538690702579502
5	0.5207844085114943	0.5659575007399285	0.7450241727800986	0.5331334484206164	0.0	0.7388862148675833	0.7292226602638731	0.6607863413893367	0.08171710781423167	0.49523186042016576	1.0359874067583326	0.3747296969689353	0.6226998509508301	0.6866504746426134	0.2807652765290211	0.7212833771544438	0.7939056173506924	0.5222240836713773	0.3406639820138204	0.8067014389226036	0.48910254285897814	0.48910254285897814
6	0.21899096931066314	0.6792244640070915	0.47069810459076916	0.6728680395868979	0.7388862148675833	0.0	0.8261129982889768	1.0820299077174471	0.7632907044189379	0.7708562257176406	0.9222157884659324	0.5828399440199864	1.0206134502250603	0.9972050152296906	0.8041151267862987	0.8726514753462062	0.38295744321129394	0.5831422384557856	0.5044911898238204	0.3263174674931899	0.2507123490301079	0.2507123490301079
7	0.7395879791372206	0.18330984329847527	0.4004345074932031	0.2107725592169576	0.7292226602638731	0.8261129982889768	0.0	0.3959576272266829	0.6647513685846824	0.24203534855606323	0.3334465974376887	0.3875827962211768	0.34575797105121264	0.2520165580036963	0.4879320876423794	0.06261064838805466	0.5224171496322618	0.2745959642420149	0.47843505920371077	0.5874828099607171	0.7302825302263359	0.7302825302263359
8	0.9283825335294101	0.4295972266861599	0.7496983464789002	0.42315160223362724	0.6607863413893367	1.0820299077174471	0.3959576272266829	0.0	0.5792204605449304	0.31198199758141565	0.6932461113744437	0.5078089722451331	0.062041031486360226	0.14791669218296244	0.3848578012327002	0.3362621831426292	0.8664774082935955	0.5104927090657254	0.6029243098272542	0.9231201345738896	0.9072480672288326	0.9072480672288326
9	0.5492135180964534	0.5096119911676099	0.7175853546402788	0.4766389937254751	0.08171710781423167	0.7632907044189379	0.6647513685846824	0.5792204605449304	0.0	0.4264169324706078	0.9793968105999168	0.3321998525582237	0.5418169203700759	0.6083736092102691	0.20129418894047318	0.6525847439475573	0.7778012979230842	0.477159949983519	0.3197649552582115	0.7973205290617422	0.5181788428727931	0.5181788428727931
10	0.6272839566756059	0.14188177924136472	0.4627167259466399	0.12243567197775032	0.49523186042016576	0.7708562257176406	0.24203534855606323	0.31198199758141565	0.4264169324706078	0.0	0.570279644417368	0.21068632446258398	0.25017118762281776	0.2403257479289214	0.2461019947240323	0.22628951086370588	0.5715869380038102	0.2021079486499356	0.311407573719977	0.62294421212725	0.6090104549793355	0.6090104549793355
