%  number of nodes
101
%  number of vehicles
1
%  for each vehicle: vehicle index, home node, starting time, capacity
1,101,0,1
% number of calls
50
%  for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
% for each call: call index, origin node, destination node, size, cost of not transporting, lowerbound timewindow for pickup, upper_timewindow for pickup, lowerbound timewindow for delivery, upper_timewindow for delivery
1,1,2,0.23999999463558197,9999999999,0,999999999,0,9999999999
2,3,4,0.20000000298023224,9999999999,0,999999999,0,9999999999
3,5,6,0.07999999821186066,9999999999,0,999999999,0,9999999999
4,7,8,0.3199999928474426,9999999999,0,999999999,0,9999999999
5,9,10,0.23999999463558197,9999999999,0,999999999,0,9999999999
6,11,12,0.3199999928474426,9999999999,0,999999999,0,9999999999
7,13,14,0.07999999821186066,9999999999,0,999999999,0,9999999999
8,15,16,0.3199999928474426,9999999999,0,999999999,0,9999999999
9,17,18,0.23999999463558197,9999999999,0,999999999,0,9999999999
10,19,20,0.11999999731779099,9999999999,0,999999999,0,9999999999
11,21,22,0.36000001430511475,9999999999,0,999999999,0,9999999999
12,23,24,0.03999999910593033,9999999999,0,999999999,0,9999999999
13,25,26,0.2800000011920929,9999999999,0,999999999,0,9999999999
14,27,28,0.36000001430511475,9999999999,0,999999999,0,9999999999
15,29,30,0.03999999910593033,9999999999,0,999999999,0,9999999999
16,31,32,0.1599999964237213,9999999999,0,999999999,0,9999999999
17,33,34,0.20000000298023224,9999999999,0,999999999,0,9999999999
18,35,36,0.20000000298023224,9999999999,0,999999999,0,9999999999
19,37,38,0.11999999731779099,9999999999,0,999999999,0,9999999999
20,39,40,0.1599999964237213,9999999999,0,999999999,0,9999999999
21,41,42,0.2800000011920929,9999999999,0,999999999,0,9999999999
22,43,44,0.07999999821186066,9999999999,0,999999999,0,9999999999
23,45,46,0.1599999964237213,9999999999,0,999999999,0,9999999999
24,47,48,0.36000001430511475,9999999999,0,999999999,0,9999999999
25,49,50,0.3199999928474426,9999999999,0,999999999,0,9999999999
26,51,52,0.36000001430511475,9999999999,0,999999999,0,9999999999
27,53,54,0.1599999964237213,9999999999,0,999999999,0,9999999999
28,55,56,0.2800000011920929,9999999999,0,999999999,0,9999999999
29,57,58,0.36000001430511475,9999999999,0,999999999,0,9999999999
30,59,60,0.36000001430511475,9999999999,0,999999999,0,9999999999
31,61,62,0.2800000011920929,9999999999,0,999999999,0,9999999999
32,63,64,0.20000000298023224,9999999999,0,999999999,0,9999999999
33,65,66,0.2800000011920929,9999999999,0,999999999,0,9999999999
34,67,68,0.36000001430511475,9999999999,0,999999999,0,9999999999
35,69,70,0.07999999821186066,9999999999,0,999999999,0,9999999999
36,71,72,0.1599999964237213,9999999999,0,999999999,0,9999999999
37,73,74,0.2800000011920929,9999999999,0,999999999,0,9999999999
38,75,76,0.11999999731779099,9999999999,0,999999999,0,9999999999
39,77,78,0.20000000298023224,9999999999,0,999999999,0,9999999999
40,79,80,0.03999999910593033,9999999999,0,999999999,0,9999999999
41,81,82,0.3199999928474426,9999999999,0,999999999,0,9999999999
42,83,84,0.07999999821186066,9999999999,0,999999999,0,9999999999
43,85,86,0.03999999910593033,9999999999,0,999999999,0,9999999999
44,87,88,0.23999999463558197,9999999999,0,999999999,0,9999999999
45,89,90,0.20000000298023224,9999999999,0,999999999,0,9999999999
46,91,92,0.3199999928474426,9999999999,0,999999999,0,9999999999
47,93,94,0.03999999910593033,9999999999,0,999999999,0,9999999999
48,95,96,0.1599999964237213,9999999999,0,999999999,0,9999999999
49,97,98,0.1599999964237213,9999999999,0,999999999,0,9999999999
50,99,100,0.1599999964237213,9999999999,0,999999999,0,9999999999
%  travel times and costs: vehicle, origin node, destination node, travel time (in hours), travel cost (in ?)
1,1,1,0.0,0.0
1,1,2,0.8339586152886478,0.8339586152886478
1,1,3,0.6230313705315019,0.6230313705315019
1,1,4,0.9331904249380777,0.9331904249380777
1,1,5,0.6108168294454062,0.6108168294454062
1,1,6,0.050065410727212385,0.050065410727212385
1,1,7,0.8094736792987891,0.8094736792987891
1,1,8,0.7411707652440317,0.7411707652440317
1,1,9,0.6119950975894068,0.6119950975894068
1,1,10,0.5401881499744887,0.5401881499744887
1,1,11,0.7427511057801496,0.7427511057801496
1,1,12,0.12813525563855985,0.12813525563855985
1,1,13,0.6990567399234928,0.6990567399234928
1,1,14,0.2816543958184727,0.2816543958184727
1,1,15,0.7149240670630366,0.7149240670630366
1,1,16,0.5568931949412405,0.5568931949412405
1,1,17,0.49566092795658323,0.49566092795658323
1,1,18,0.4655574450286396,0.4655574450286396
1,1,19,0.5359087799801544,0.5359087799801544
1,1,20,0.5828078117817865,0.5828078117817865
1,1,21,0.399181273399594,0.399181273399594
1,1,22,0.8180020843781883,0.8180020843781883
1,1,23,0.8263934525776825,0.8263934525776825
1,1,24,0.651731113104875,0.651731113104875
1,1,25,0.6019279470004852,0.6019279470004852
1,1,26,0.5958167783568589,0.5958167783568589
1,1,27,0.7732439539581434,0.7732439539581434
1,1,28,0.8946611382447667,0.8946611382447667
1,1,29,0.623746431482663,0.623746431482663
1,1,30,0.6747181307306842,0.6747181307306842
1,1,31,0.5994643575948199,0.5994643575948199
1,1,32,0.5256424245037463,0.5256424245037463
1,1,33,0.32818083660978437,0.32818083660978437
1,1,34,0.7841281477547319,0.7841281477547319
1,1,35,0.5194450509734634,0.5194450509734634
1,1,36,0.20883861878647433,0.20883861878647433
1,1,37,0.5271226398660853,0.5271226398660853
1,1,38,0.41614685256209294,0.41614685256209294
1,1,39,0.19018479894067244,0.19018479894067244
1,1,40,0.1559964226488931,0.1559964226488931
1,1,41,0.11308671495360166,0.11308671495360166
1,1,42,0.5765827694411377,0.5765827694411377
1,1,43,0.11071946105160876,0.11071946105160876
1,1,44,0.2962318948267104,0.2962318948267104
1,1,45,0.4936407668629825,0.4936407668629825
1,1,46,0.6782639979072737,0.6782639979072737
1,1,47,0.7984453992360152,0.7984453992360152
1,1,48,0.21705692794894774,0.21705692794894774
1,1,49,0.34833526170662843,0.34833526170662843
1,1,50,0.5584943536821306,0.5584943536821306
1,1,51,0.6527298885823812,0.6527298885823812
1,1,52,0.7085736430251964,0.7085736430251964
1,1,53,0.6929760981944271,0.6929760981944271
1,1,54,0.7819688094115989,0.7819688094115989
1,1,55,0.6638800020158995,0.6638800020158995
1,1,56,0.4568580526891858,0.4568580526891858
1,1,57,0.4117545616346803,0.4117545616346803
1,1,58,0.6615981284753478,0.6615981284753478
1,1,59,0.8841676601168487,0.8841676601168487
1,1,60,0.24611151938000764,0.24611151938000764
1,1,61,0.7952354476829345,0.7952354476829345
1,1,62,0.7934014601462107,0.7934014601462107
1,1,63,0.5491893642843361,0.5491893642843361
1,1,64,0.22437663458974122,0.22437663458974122
1,1,65,0.23894296602051013,0.23894296602051013
1,1,66,0.42913780088212883,0.42913780088212883
1,1,67,0.368104847142192,0.368104847142192
1,1,68,0.21701413398220842,0.21701413398220842
1,1,69,0.7866774323014424,0.7866774323014424
1,1,70,0.3555140128570183,0.3555140128570183
1,1,71,0.2206818651787139,0.2206818651787139
1,1,72,0.7480970071712856,0.7480970071712856
1,1,73,0.5275842793883616,0.5275842793883616
1,1,74,0.5742989145598048,0.5742989145598048
1,1,75,0.6089937955456288,0.6089937955456288
1,1,76,0.234649828438336,0.234649828438336
1,1,77,0.1668621607489705,0.1668621607489705
1,1,78,0.7072381878987158,0.7072381878987158
1,1,79,0.15818762279196066,0.15818762279196066
1,1,80,0.5389881871327176,0.5389881871327176
1,1,81,0.07843718306197295,0.07843718306197295
1,1,82,0.7847634740307721,0.7847634740307721
