%  number of nodes
101
%  number of vehicles
1
%  for each vehicle: vehicle index, home node, starting time, capacity
1,101,0,1
% number of calls
50
%  for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
% for each call: call index, origin node, destination node, size, cost of not transporting, lowerbound timewindow for pickup, upper_timewindow for pickup, lowerbound timewindow for delivery, upper_timewindow for delivery
1,1,2,0.1599999964237213,9999999999,0,999999999,0,9999999999
2,3,4,0.03999999910593033,9999999999,0,999999999,0,9999999999
3,5,6,0.03999999910593033,9999999999,0,999999999,0,9999999999
4,7,8,0.20000000298023224,9999999999,0,999999999,0,9999999999
5,9,10,0.07999999821186066,9999999999,0,999999999,0,9999999999
6,11,12,0.1599999964237213,9999999999,0,999999999,0,9999999999
7,13,14,0.20000000298023224,9999999999,0,999999999,0,9999999999
8,15,16,0.03999999910593033,9999999999,0,999999999,0,9999999999
9,17,18,0.3199999928474426,9999999999,0,999999999,0,9999999999
10,19,20,0.07999999821186066,9999999999,0,999999999,0,9999999999
11,21,22,0.07999999821186066,9999999999,0,999999999,0,9999999999
12,23,24,0.1599999964237213,9999999999,0,999999999,0,9999999999
13,25,26,0.2800000011920929,9999999999,0,999999999,0,9999999999
14,27,28,0.36000001430511475,9999999999,0,999999999,0,9999999999
15,29,30,0.07999999821186066,9999999999,0,999999999,0,9999999999
16,31,32,0.3199999928474426,9999999999,0,999999999,0,9999999999
17,33,34,0.23999999463558197,9999999999,0,999999999,0,9999999999
18,35,36,0.03999999910593033,9999999999,0,999999999,0,9999999999
19,37,38,0.3199999928474426,9999999999,0,999999999,0,9999999999
20,39,40,0.20000000298023224,9999999999,0,999999999,0,9999999999
21,41,42,0.11999999731779099,9999999999,0,999999999,0,9999999999
22,43,44,0.1599999964237213,9999999999,0,999999999,0,9999999999
23,45,46,0.3199999928474426,9999999999,0,999999999,0,9999999999
24,47,48,0.11999999731779099,9999999999,0,999999999,0,9999999999
25,49,50,0.03999999910593033,9999999999,0,999999999,0,9999999999
26,51,52,0.20000000298023224,9999999999,0,999999999,0,9999999999
27,53,54,0.1599999964237213,9999999999,0,999999999,0,9999999999
28,55,56,0.03999999910593033,9999999999,0,999999999,0,9999999999
29,57,58,0.36000001430511475,9999999999,0,999999999,0,9999999999
30,59,60,0.07999999821186066,9999999999,0,999999999,0,9999999999
31,61,62,0.23999999463558197,9999999999,0,999999999,0,9999999999
32,63,64,0.23999999463558197,9999999999,0,999999999,0,9999999999
33,65,66,0.3199999928474426,9999999999,0,999999999,0,9999999999
34,67,68,0.3199999928474426,9999999999,0,999999999,0,9999999999
35,69,70,0.3199999928474426,9999999999,0,999999999,0,9999999999
36,71,72,0.03999999910593033,9999999999,0,999999999,0,9999999999
37,73,74,0.1599999964237213,9999999999,0,999999999,0,9999999999
38,75,76,0.1599999964237213,9999999999,0,999999999,0,9999999999
39,77,78,0.03999999910593033,9999999999,0,999999999,0,9999999999
40,79,80,0.1599999964237213,9999999999,0,999999999,0,9999999999
41,81,82,0.23999999463558197,9999999999,0,999999999,0,9999999999
42,83,84,0.1599999964237213,9999999999,0,999999999,0,9999999999
43,85,86,0.03999999910593033,9999999999,0,999999999,0,9999999999
44,87,88,0.07999999821186066,9999999999,0,999999999,0,9999999999
45,89,90,0.07999999821186066,9999999999,0,999999999,0,9999999999
46,91,92,0.1599999964237213,9999999999,0,999999999,0,9999999999
47,93,94,0.03999999910593033,9999999999,0,999999999,0,9999999999
48,95,96,0.20000000298023224,9999999999,0,999999999,0,9999999999
49,97,98,0.07999999821186066,9999999999,0,999999999,0,9999999999
50,99,100,0.11999999731779099,9999999999,0,999999999,0,9999999999
%  travel times and costs: vehicle, origin node, destination node, travel time (in hours), travel cost (in ?)
1,1,1,0.0,0.0
1,1,2,0.498799151879153,0.498799151879153
1,1,3,0.37165814793604945,0.37165814793604945
1,1,4,0.18025149684804254,0.18025149684804254
1,1,5,0.24136438795579632,0.24136438795579632
1,1,6,0.4194613332459881,0.4194613332459881
1,1,7,0.6905659022338104,0.6905659022338104
1,1,8,0.5015688108975243,0.5015688108975243
1,1,9,0.3741620906202619,0.3741620906202619
1,1,10,0.3013183291027393,0.3013183291027393
1,1,11,0.5624300230273348,0.5624300230273348
1,1,12,0.28206136644241775,0.28206136644241775
1,1,13,0.31679109881602474,0.31679109881602474
1,1,14,0.5777637715606024,0.5777637715606024
1,1,15,0.642898820869706,0.642898820869706
1,1,16,0.7603901687731798,0.7603901687731798
1,1,17,0.3458138932311293,0.3458138932311293
1,1,18,0.12775646983978667,0.12775646983978667
1,1,19,0.34675990164118214,0.34675990164118214
1,1,20,0.4010545870857732,0.4010545870857732
1,1,21,0.8170727744728585,0.8170727744728585
1,1,22,0.32841505411193733,0.32841505411193733
1,1,23,0.6435669303470323,0.6435669303470323
1,1,24,0.6540046519672483,0.6540046519672483
1,1,25,0.6252841795144088,0.6252841795144088
1,1,26,0.5161180641013402,0.5161180641013402
1,1,27,0.31473312741379444,0.31473312741379444
1,1,28,0.624783720074607,0.624783720074607
1,1,29,0.6282395119414605,0.6282395119414605
1,1,30,0.6516129888783513,0.6516129888783513
1,1,31,0.40230553766871113,0.40230553766871113
1,1,32,0.7675007619968574,0.7675007619968574
1,1,33,0.0965388355146162,0.0965388355146162
1,1,34,0.4250511489787533,0.4250511489787533
1,1,35,0.3239634772299907,0.3239634772299907
1,1,36,0.15546791477350216,0.15546791477350216
1,1,37,0.619438907202395,0.619438907202395
1,1,38,0.11997098519125587,0.11997098519125587
1,1,39,0.5534104335552649,0.5534104335552649
1,1,40,0.35475863923831297,0.35475863923831297
1,1,41,0.289924540790816,0.289924540790816
1,1,42,0.8950805509051291,0.8950805509051291
1,1,43,0.8852786227716318,0.8852786227716318
1,1,44,0.1380504049483554,0.1380504049483554
1,1,45,0.14871324268509364,0.14871324268509364
1,1,46,0.36286077663264427,0.36286077663264427
1,1,47,0.24379865221519378,0.24379865221519378
1,1,48,0.48271454380174306,0.48271454380174306
1,1,49,0.2770272044232493,0.2770272044232493
1,1,50,0.5141318268812829,0.5141318268812829
1,1,51,0.5907339679090489,0.5907339679090489
1,1,52,0.2994326624962587,0.2994326624962587
1,1,53,0.6867563652604555,0.6867563652604555
1,1,54,0.6317582872389553,0.6317582872389553
1,1,55,0.42431381059719014,0.42431381059719014
1,1,56,0.4623592849971695,0.4623592849971695
1,1,57,0.27009526771589437,0.27009526771589437
1,1,58,0.7844987074880732,0.7844987074880732
1,1,59,0.540940653938417,0.540940653938417
1,1,60,0.5774911184619816,0.5774911184619816
1,1,61,0.23998844603952268,0.23998844603952268
1,1,62,0.7610234203662084,0.7610234203662084
1,1,63,0.9225054668191908,0.9225054668191908
1,1,64,0.538581028503751,0.538581028503751
1,1,65,0.47626909870663575,0.47626909870663575
1,1,66,0.36975254951108305,0.36975254951108305
1,1,67,0.6694240545925475,0.6694240545925475
1,1,68,0.586821918615143,0.586821918615143
1,1,69,0.9535886502306059,0.9535886502306059
1,1,70,0.3543082740630335,0.3543082740630335
1,1,71,0.8165504773946668,0.8165504773946668
1,1,72,0.6682013689720575,0.6682013689720575
1,1,73,0.5231645723080774,0.5231645723080774
1,1,74,0.17957351617937273,0.17957351617937273
1,1,75,0.07833162388725587,0.07833162388725587
1,1,76,0.3791676929040057,0.3791676929040057
1,1,77,0.2980795257431175,0.2980795257431175
1,1,78,0.5159740535056372,0.5159740535056372
1,1,79,0.5232073363382869,0.5232073363382869
1,1,80,0.3477137604538274,0.3477137604538274
1,1,81,0.3169176598249569,0.3169176598249569
1,1,82,0.5823877612665265,0.5823877612665265
1,1,83,0.7215695091662704,0.7215695091662704
