%  number of nodes
101
%  number of vehicles
1
%  for each vehicle: vehicle index, home node, starting time, capacity
1,101,0,1
% number of calls
50
%  for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
% for each call: call index, origin node, destination node, size, cost of not transporting, lowerbound timewindow for pickup, upper_timewindow for pickup, lowerbound timewindow for delivery, upper_timewindow for delivery
1,1,2,0.36000001430511475,9999999999,0,999999999,0,9999999999
2,3,4,0.2800000011920929,9999999999,0,999999999,0,9999999999
3,5,6,0.20000000298023224,9999999999,0,999999999,0,9999999999
4,7,8,0.2800000011920929,9999999999,0,999999999,0,9999999999
5,9,10,0.2800000011920929,9999999999,0,999999999,0,9999999999
6,11,12,0.03999999910593033,9999999999,0,999999999,0,9999999999
7,13,14,0.1599999964237213,9999999999,0,999999999,0,9999999999
8,15,16,0.23999999463558197,9999999999,0,999999999,0,9999999999
9,17,18,0.07999999821186066,9999999999,0,999999999,0,9999999999
10,19,20,0.03999999910593033,9999999999,0,999999999,0,9999999999
11,21,22,0.03999999910593033,9999999999,0,999999999,0,9999999999
12,23,24,0.23999999463558197,9999999999,0,999999999,0,9999999999
13,25,26,0.03999999910593033,9999999999,0,999999999,0,9999999999
14,27,28,0.03999999910593033,9999999999,0,999999999,0,9999999999
15,29,30,0.2800000011920929,9999999999,0,999999999,0,9999999999
16,31,32,0.07999999821186066,9999999999,0,999999999,0,9999999999
17,33,34,0.2800000011920929,9999999999,0,999999999,0,9999999999
18,35,36,0.36000001430511475,9999999999,0,999999999,0,9999999999
19,37,38,0.3199999928474426,9999999999,0,999999999,0,9999999999
20,39,40,0.23999999463558197,9999999999,0,999999999,0,9999999999
21,41,42,0.07999999821186066,9999999999,0,999999999,0,9999999999
22,43,44,0.07999999821186066,9999999999,0,999999999,0,9999999999
23,45,46,0.07999999821186066,9999999999,0,999999999,0,9999999999
24,47,48,0.23999999463558197,9999999999,0,999999999,0,9999999999
25,49,50,0.11999999731779099,9999999999,0,999999999,0,9999999999
26,51,52,0.07999999821186066,9999999999,0,999999999,0,9999999999
27,53,54,0.1599999964237213,9999999999,0,999999999,0,9999999999
28,55,56,0.03999999910593033,9999999999,0,999999999,0,9999999999
29,57,58,0.3199999928474426,9999999999,0,999999999,0,9999999999
30,59,60,0.36000001430511475,9999999999,0,999999999,0,9999999999
31,61,62,0.03999999910593033,9999999999,0,999999999,0,9999999999
32,63,64,0.36000001430511475,9999999999,0,999999999,0,9999999999
33,65,66,0.36000001430511475,9999999999,0,999999999,0,9999999999
34,67,68,0.2800000011920929,9999999999,0,999999999,0,9999999999
35,69,70,0.23999999463558197,9999999999,0,999999999,0,9999999999
36,71,72,0.11999999731779099,9999999999,0,999999999,0,9999999999
37,73,74,0.1599999964237213,9999999999,0,999999999,0,9999999999
38,75,76,0.2800000011920929,9999999999,0,999999999,0,9999999999
39,77,78,0.03999999910593033,9999999999,0,999999999,0,9999999999
40,79,80,0.07999999821186066,9999999999,0,999999999,0,9999999999
41,81,82,0.3199999928474426,9999999999,0,999999999,0,9999999999
42,83,84,0.23999999463558197,9999999999,0,999999999,0,9999999999
43,85,86,0.07999999821186066,9999999999,0,999999999,0,9999999999
44,87,88,0.2800000011920929,9999999999,0,999999999,0,9999999999
45,89,90,0.03999999910593033,9999999999,0,999999999,0,9999999999
46,91,92,0.20000000298023224,9999999999,0,999999999,0,9999999999
47,93,94,0.23999999463558197,9999999999,0,999999999,0,9999999999
48,95,96,0.23999999463558197,9999999999,0,999999999,0,9999999999
49,97,98,0.23999999463558197,9999999999,0,999999999,0,9999999999
50,99,100,0.1599999964237213,9999999999,0,999999999,0,9999999999
%  travel times and costs: vehicle, origin node, destination node, travel time (in hours), travel cost (in ?)
1,1,1,0.0,0.0
1,1,2,0.5931397145447478,0.5931397145447478
1,1,3,0.675430678179636,0.675430678179636
1,1,4,0.23012025695368826,0.23012025695368826
1,1,5,0.7828209981258976,0.7828209981258976
1,1,6,0.2218894232547024,0.2218894232547024
1,1,7,0.5962576302988679,0.5962576302988679
1,1,8,0.694606573292257,0.694606573292257
1,1,9,0.6193327185228023,0.6193327185228023
1,1,10,0.6236169471982269,0.6236169471982269
1,1,11,0.4717209475198639,0.4717209475198639
1,1,12,0.37252165870991916,0.37252165870991916
1,1,13,0.15423405517359587,0.15423405517359587
1,1,14,0.9853710847915027,0.9853710847915027
1,1,15,0.665771057878914,0.665771057878914
1,1,16,0.4392987177509009,0.4392987177509009
1,1,17,0.5485328271554143,0.5485328271554143
1,1,18,0.4247574764736355,0.4247574764736355
1,1,19,0.5930738988575638,0.5930738988575638
1,1,20,0.37207630537926945,0.37207630537926945
1,1,21,0.3499860060342124,0.3499860060342124
1,1,22,0.7811244475317474,0.7811244475317474
1,1,23,0.25826320182020845,0.25826320182020845
1,1,24,0.5754701411268892,0.5754701411268892
1,1,25,0.40121306293231734,0.40121306293231734
1,1,26,0.3975637954684351,0.3975637954684351
1,1,27,0.8837190138608144,0.8837190138608144
1,1,28,0.6342154771928499,0.6342154771928499
1,1,29,0.7056392844343887,0.7056392844343887
1,1,30,0.8063168965992661,0.8063168965992661
1,1,31,0.1653548360019005,0.1653548360019005
1,1,32,0.8556784695099983,0.8556784695099983
1,1,33,0.115203010212022,0.115203010212022
1,1,34,0.7245436728343229,0.7245436728343229
1,1,35,0.2433412138668891,0.2433412138668891
1,1,36,0.8307761959377835,0.8307761959377835
1,1,37,0.24503627366477268,0.24503627366477268
1,1,38,0.35631481207584975,0.35631481207584975
1,1,39,0.20916169080383307,0.20916169080383307
1,1,40,0.9297074638074316,0.9297074638074316
1,1,41,0.2273850042144692,0.2273850042144692
1,1,42,0.2840139979141497,0.2840139979141497
1,1,43,0.416910364861044,0.416910364861044
1,1,44,0.7171937156589698,0.7171937156589698
1,1,45,1.114028039059,1.114028039059
1,1,46,0.22213471784373978,0.22213471784373978
1,1,47,1.0088162886442005,1.0088162886442005
1,1,48,0.13320745990872654,0.13320745990872654
1,1,49,0.30405211628944007,0.30405211628944007
1,1,50,0.4895435192051261,0.4895435192051261
1,1,51,0.47609921822401835,0.47609921822401835
1,1,52,0.6805027660768322,0.6805027660768322
1,1,53,0.7018069036239315,0.7018069036239315
1,1,54,0.3846243490082889,0.3846243490082889
1,1,55,0.4598155504667939,0.4598155504667939
1,1,56,0.2033238073632423,0.2033238073632423
1,1,57,0.7418121882097938,0.7418121882097938
1,1,58,0.9123403810054231,0.9123403810054231
1,1,59,0.3851954729294291,0.3851954729294291
1,1,60,0.6010178392930958,0.6010178392930958
1,1,61,0.24826947759784546,0.24826947759784546
1,1,62,0.6682758658754282,0.6682758658754282
1,1,63,0.29701987536027985,0.29701987536027985
1,1,64,0.5590391236561634,0.5590391236561634
1,1,65,0.5222140917844873,0.5222140917844873
1,1,66,0.6908953109602357,0.6908953109602357
1,1,67,0.3215358831899346,0.3215358831899346
1,1,68,0.1502539773033764,0.1502539773033764
1,1,69,0.856121333849465,0.856121333849465
1,1,70,0.579878737627286,0.579878737627286
1,1,71,0.565706310151155,0.565706310151155
1,1,72,0.8495130268039548,0.8495130268039548
1,1,73,0.9103968081641818,0.9103968081641818
1,1,74,0.34974009015384405,0.34974009015384405
1,1,75,0.19695677218708751,0.19695677218708751
1,1,76,0.6231913648025158,0.6231913648025158
1,1,77,0.40060555189760366,0.40060555189760366
1,1,78,0.4074428679386122,0.4074428679386122
1,1,79,0.6766379880836401,0.6766379880836401
1,1,80,0.6260679070292144,0.6260679070292144
1,1,81,0.04847859475731419,0.04847859475731419
1,1,82,0.295909233975878,0.295909233975878
1,1,83,0.4668769732062163,0.4668769732062163
1,1,84,0.7990529677716202,0.7990529677716202
1,1,85,0.6225397370799152,0.6225397370799152
1,1,86,0.3475199091285739,0.3475199091285739
1,1,87,0.41638180742086883,0.41638180742086883
1,1,88,0.3638771234620423,0.3638771234620423
1,1,89,0.8694207584353972,0.8694207584353972
1,1,90,0.8610508262934511,0.8610508262934511
1,1,91,0.6403430118165311,0.6403430118165311
1,1,92,0.8477229890656138,0.8477229890656138
1,1,93,0.1606444306723165,0.1606444306723165
1,1,94,0.2568395738260518,0.2568395738260518
1,1,95,0.4301159249372778,0.4301159249372778
1,1,96,0.49785657504323405,0.49785657504323405
1,1,97,0.6574765220606038,0.6574765220606038
1,1,98,0.7679756108846837,0.7679756108846837
1,1,99,1.0054101753252154,1.0054101753252154
1,1,100,0.4279046796140867,0.4279046796140867
1,1,101,0.7093280145608424,0.7093280145608424
1,2,1,0.5931397145447478,0.5931397145447478
1,2,2,0.0,0.0
1,2,3,0.6274905499795705,0.6274905499795705
1,2,4,0.36479224977905006,0.36479224977905006
1,2,5,0.6225011049384293,0.6225011049384293
1,2,6,0.5654165446756283,0.5654165446756283
1,2,7,0.9201713558236969,0.9201713558236969
1,2,8,0.7701611461096338,0.7701611461096338
1,2,9,0.8197366562442396,0.8197366562442396
1,2,10,0.08976064272167808,0.08976064272167808
1,2,11,0.8935434707191978,0.8935434707191978
1,2,12,0.8924481893983203,0.8924481893983203
1,2,13,0.738058322430565,0.738058322430565
1,2,14,0.8392258317710013,0.8392258317710013
1,2,15,0.325853745272474,0.325853745272474
1,2,16,0.6968366093733719,0.6968366093733719
1,2,17,0.06155527227090346,0.06155527227090346
1,2,18,0.19588972136498742,0.19588972136498742
1,2,19,0.13034231777811475,0.13034231777811475
1,2,20,0.41423458683244585,0.41423458683244585
1,2,21,0.3830407204955424,0.3830407204955424
1,2,22,1.0281588249787694,1.0281588249787694
1,2,23,0.6945972091567648,0.6945972091567648
1,2,24,0.8479624987679856,0.8479624987679856
1,2,25,0.7272226146103337,0.7272226146103337
1,2,26,0.24868970860842154,0.24868970860842154
1,2,27,1.198268880364581,1.198268880364581
1,2,28,0.6426785797431059,0.6426785797431059
1,2,29,0.42032446041961474,0.42032446041961474
1,2,30,0.7772617002282203,0.7772617002282203
1,2,31,0.7284777961442073,0.7284777961442073
1,2,32,1.0718514456239465,1.0718514456239465
1,2,33,0.5107301820147748,0.5107301820147748
1,2,34,0.937427123094487,0.937427123094487
1,2,35,0.8362630274737044,0.8362630274737044
1,2,36,0.7326409360654096,0.7326409360654096
1,2,37,0.37233887171398355,0.37233887171398355
1,2,38,0.8065573347309428,0.8065573347309428
1,2,39,0.42107929992311255,0.42107929992311255
1,2,40,0.6882660486044103,0.6882660486044103
1,2,41,0.376018846394271,0.376018846394271
1,2,42,0.47109692087792526,0.47109692087792526
1,2,43,0.17707488882878217,0.17707488882878217
1,2,44,0.18831207932995392,0.18831207932995392
1,2,45,0.8740106871243497,0.8740106871243497
1,2,46,0.8132847501386243,0.8132847501386243
1,2,47,0.7976873860300976,0.7976873860300976
1,2,48,0.4936267351687393,0.4936267351687393
1,2,49,0.34247154002950475,0.34247154002950475
1,2,50,0.12368591868034831,0.12368591868034831
1,2,51,0.90164617390608,0.90164617390608
1,2,52,0.6543915986512188,0.6543915986512188
1,2,53,0.10907029483768278,0.10907029483768278
1,2,54,0.8388522027267827,0.8388522027267827
1,2,55,0.2390853964599621,0.2390853964599621
1,2,56,0.785473064974525,0.785473064974525
1,2,57,1.0968273398155528,1.0968273398155528
1,2,58,0.6490135008978826,0.6490135008978826
1,2,59,0.6498133577353336,0.6498133577353336
1,2,60,0.9665639822051926,0.9665639822051926
1,2,61,0.8339837998541514,0.8339837998541514
1,2,62,0.8961323705588183,0.8961323705588183
1,2,63,0.8619985341568306,0.8619985341568306
1,2,64,0.1191799145776529,0.1191799145776529
1,2,65,0.3385797331011199,0.3385797331011199
1,2,66,0.21324015874045527,0.21324015874045527
1,2,67,0.8590579296010645,0.8590579296010645
1,2,68,0.6084826429512705,0.6084826429512705
1,2,69,0.6072213929208036,0.6072213929208036
1,2,70,0.42311222888936273,0.42311222888936273
1,2,71,0.7221364446958622,0.7221364446958622
1,2,72,0.492979290151209,0.492979290151209
1,2,73,0.7565455031980514,0.7565455031980514
1,2,74,0.2620785418883651,0.2620785418883651
1,2,75,0.78880496626763,0.78880496626763
1,2,76,0.9817764749096344,0.9817764749096344
1,2,77,0.5829153772012861,0.5829153772012861
1,2,78,0.7881204278733513,0.7881204278733513
1,2,79,1.035525792079794,1.035525792079794
1,2,80,0.16397159463702754,0.16397159463702754
1,2,81,0.6336406863461671,0.6336406863461671
1,2,82,0.29742701842647445,0.29742701842647445
1,2,83,0.4216791172280803,0.4216791172280803
1,2,84,0.5135417608921875,0.5135417608921875
1,2,85,1.0056308052504226,1.0056308052504226
1,2,86,0.5912649014656599,0.5912649014656599
1,2,87,0.3850982324067305,0.3850982324067305
1,2,88,0.45652084571436957,0.45652084571436957
1,2,89,0.9218166736833298,0.9218166736833298
1,2,90,0.8274294355725954,0.8274294355725954
1,2,91,0.05412125632878898,0.05412125632878898
1,2,92,0.9589260701692134,0.9589260701692134
1,2,93,0.747070570377339,0.747070570377339
1,2,94,0.8441792571167599,0.8441792571167599
1,2,95,0.23186016443168647,0.23186016443168647
1,2,96,0.744194222170954,0.744194222170954
1,2,97,0.06510192837927956,0.06510192837927956
1,2,98,1.0811080860671791,1.0811080860671791
1,2,99,0.7825366593137902,0.7825366593137902
1,2,100,0.189506811387733,0.189506811387733
1,2,101,0.1886737223606573,0.1886737223606573
1,3,1,0.675430678179636,0.675430678179636
1,3,2,0.6274905499795705,0.6274905499795705
1,3,3,0.0,0.0
1,3,4,0.6124005837040477,0.6124005837040477
1,3,5,0.1416986337744172,0.1416986337744172
1,3,6,0.4621002644781457,0.4621002644781457
1,3,7,0.466759186923012,0.466759186923012
1,3,8,0.1694260301223595,0.1694260301223595
1,3,9,0.29830715442678013,0.29830715442678013
1,3,10,0.7166562510058113,0.7166562510058113
1,3,11,0.557547434954394,0.557547434954394
1,3,12,0.6813120348008995,0.6813120348008995
1,3,13,0.7152179262741619,0.7152179262741619
1,3,14,0.31015513174278503,0.31015513174278503
1,3,15,0.3425723477555557,0.3425723477555557
1,3,16,0.3311492448760663,0.3311492448760663
1,3,17,0.649743892242615,0.649743892242615
1,3,18,0.6658184328170004,0.6658184328170004
1,3,19,0.7439805568920784,0.7439805568920784
1,3,20,0.33066519161520824,0.33066519161520824
1,3,21,0.3704020340982412,0.3704020340982412
1,3,22,0.4732314060281877,0.4732314060281877
1,3,23,0.5181802242396474,0.5181802242396474
1,3,24,0.37963703733457504,0.37963703733457504
1,3,25,0.40371409619590837,0.40371409619590837
1,3,26,0.4548544690201899,0.4548544690201899
1,3,27,0.661368799318333,0.661368799318333
1,3,28,0.06307888265777488,0.06307888265777488
1,3,29,0.2697184490010513,0.2697184490010513
1,3,30,0.15574449749625885,0.15574449749625885
1,3,31,0.671816993045172,0.671816993045172
1,3,32,0.4890767316887252,0.4890767316887252
1,3,33,0.567416337852961,0.567416337852961
1,3,34,0.3802171239521451,0.3802171239521451
1,3,35,0.8191659202067375,0.8191659202067375
1,3,36,0.1553926724158632,0.1553926724158632
1,3,37,0.6723853578345661,0.6723853578345661
1,3,38,0.5548340589318628,0.5548340589318628
1,3,39,0.6974915446101755,0.6974915446101755
1,3,40,0.2974745187074318,0.2974745187074318
1,3,41,0.5399538304396069,0.5399538304396069
1,3,42,0.39563397924455007,0.39563397924455007
1,3,43,0.5964557087192324,0.5964557087192324
1,3,44,0.5499078166330499,0.5499078166330499
1,3,45,0.4538640590442304,0.4538640590442304
1,3,46,0.8360310809142825,0.8360310809142825
1,3,47,0.3468633862141368,0.3468633862141368
1,3,48,0.7020854269689949,0.7020854269689949
1,3,49,0.7103210229712381,0.7103210229712381
1,3,50,0.6538121605218956,0.6538121605218956
1,3,51,0.5657839445673873,0.5657839445673873
1,3,52,0.03018051134951303,0.03018051134951303
1,3,53,0.6858564520051065,0.6858564520051065
1,3,54,0.5712790442596779,0.5712790442596779
1,3,55,0.4138881951867521,0.4138881951867521
1,3,56,0.8467371046887894,0.8467371046887894
1,3,57,0.6145208937496208,0.6145208937496208
1,3,58,0.30190757572827226,0.30190757572827226
1,3,59,0.3461601432656911,0.3461601432656911
1,3,60,0.5357394302339462,0.5357394302339462
1,3,61,0.7754806584656855,0.7754806584656855
1,3,62,0.3644581826091192,0.3644581826091192
1,3,63,0.7399666181251987,0.7399666181251987
1,3,64,0.5083198732564781,0.5083198732564781
1,3,65,0.292866068227307,0.292866068227307
1,3,66,0.48809775917437187,0.48809775917437187
1,3,67,0.6903465125303946,0.6903465125303946
1,3,68,0.5501415396778372,0.5501415396778372
1,3,69,0.2560246467749659,0.2560246467749659
1,3,70,0.20437917033830794,0.20437917033830794
1,3,71,0.22408736044907213,0.22408736044907213
1,3,72,0.36396450283824694,0.36396450283824694
1,3,73,0.23887611066698441,0.23887611066698441
1,3,74,0.6523739480254246,0.6523739480254246
