%  number of nodes
101
%  number of vehicles
1
%  for each vehicle: vehicle index, home node, starting time, capacity
1,101,0,1
% number of calls
50
%  for each vehicle, vehicle index, and then a list of calls that can be transported using that vehicle
1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
% for each call: call index, origin node, destination node, size, cost of not transporting, lowerbound timewindow for pickup, upper_timewindow for pickup, lowerbound timewindow for delivery, upper_timewindow for delivery
1,1,2,0.36000001430511475,9999999999,0,999999999,0,9999999999
2,3,4,0.03999999910593033,9999999999,0,999999999,0,9999999999
3,5,6,0.07999999821186066,9999999999,0,999999999,0,9999999999
4,7,8,0.2800000011920929,9999999999,0,999999999,0,9999999999
5,9,10,0.23999999463558197,9999999999,0,999999999,0,9999999999
6,11,12,0.07999999821186066,9999999999,0,999999999,0,9999999999
7,13,14,0.3199999928474426,9999999999,0,999999999,0,9999999999
8,15,16,0.20000000298023224,9999999999,0,999999999,0,9999999999
9,17,18,0.1599999964237213,9999999999,0,999999999,0,9999999999
10,19,20,0.2800000011920929,9999999999,0,999999999,0,9999999999
11,21,22,0.07999999821186066,9999999999,0,999999999,0,9999999999
12,23,24,0.2800000011920929,9999999999,0,999999999,0,9999999999
13,25,26,0.1599999964237213,9999999999,0,999999999,0,9999999999
14,27,28,0.3199999928474426,9999999999,0,999999999,0,9999999999
15,29,30,0.03999999910593033,9999999999,0,999999999,0,9999999999
16,31,32,0.23999999463558197,9999999999,0,999999999,0,9999999999
17,33,34,0.23999999463558197,9999999999,0,999999999,0,9999999999
18,35,36,0.1599999964237213,9999999999,0,999999999,0,9999999999
19,37,38,0.36000001430511475,9999999999,0,999999999,0,9999999999
20,39,40,0.23999999463558197,9999999999,0,999999999,0,9999999999
21,41,42,0.2800000011920929,9999999999,0,999999999,0,9999999999
22,43,44,0.1599999964237213,9999999999,0,999999999,0,9999999999
23,45,46,0.1599999964237213,9999999999,0,999999999,0,9999999999
24,47,48,0.2800000011920929,9999999999,0,999999999,0,9999999999
25,49,50,0.20000000298023224,9999999999,0,999999999,0,9999999999
26,51,52,0.2800000011920929,9999999999,0,999999999,0,9999999999
27,53,54,0.1599999964237213,9999999999,0,999999999,0,9999999999
28,55,56,0.2800000011920929,9999999999,0,999999999,0,9999999999
29,57,58,0.2800000011920929,9999999999,0,999999999,0,9999999999
30,59,60,0.1599999964237213,9999999999,0,999999999,0,9999999999
31,61,62,0.07999999821186066,9999999999,0,999999999,0,9999999999
32,63,64,0.03999999910593033,9999999999,0,999999999,0,9999999999
33,65,66,0.03999999910593033,9999999999,0,999999999,0,9999999999
34,67,68,0.2800000011920929,9999999999,0,999999999,0,9999999999
35,69,70,0.2800000011920929,9999999999,0,999999999,0,9999999999
36,71,72,0.11999999731779099,9999999999,0,999999999,0,9999999999
37,73,74,0.36000001430511475,9999999999,0,999999999,0,9999999999
38,75,76,0.07999999821186066,9999999999,0,999999999,0,9999999999
39,77,78,0.11999999731779099,9999999999,0,999999999,0,9999999999
40,79,80,0.23999999463558197,9999999999,0,999999999,0,9999999999
41,81,82,0.11999999731779099,9999999999,0,999999999,0,9999999999
42,83,84,0.03999999910593033,9999999999,0,999999999,0,9999999999
43,85,86,0.2800000011920929,9999999999,0,999999999,0,9999999999
44,87,88,0.07999999821186066,9999999999,0,999999999,0,9999999999
45,89,90,0.03999999910593033,9999999999,0,999999999,0,9999999999
46,91,92,0.07999999821186066,9999999999,0,999999999,0,9999999999
47,93,94,0.3199999928474426,9999999999,0,999999999,0,9999999999
48,95,96,0.2800000011920929,9999999999,0,999999999,0,9999999999
49,97,98,0.07999999821186066,9999999999,0,999999999,0,9999999999
50,99,100,0.1599999964237213,9999999999,0,999999999,0,9999999999
%  travel times and costs: vehicle, origin node, destination node, travel time (in hours), travel cost (in ?)
1,1,1,0.0,0.0
1,1,2,0.29487243817601416,0.29487243817601416
1,1,3,0.6493763615794518,0.6493763615794518
1,1,4,0.9305305237062058,0.9305305237062058
1,1,5,0.47612576036494625,0.47612576036494625
1,1,6,0.4812121819124922,0.4812121819124922
1,1,7,0.22723781935192713,0.22723781935192713
1,1,8,0.8672581379464027,0.8672581379464027
1,1,9,0.49951636387215015,0.49951636387215015
1,1,10,0.790215947192144,0.790215947192144
1,1,11,0.6369867847014383,0.6369867847014383
1,1,12,0.9959497629197326,0.9959497629197326
1,1,13,0.5382175939553899,0.5382175939553899
1,1,14,0.4768209284377359,0.4768209284377359
1,1,15,1.0582589246164789,1.0582589246164789
1,1,16,0.8281374217157293,0.8281374217157293
1,1,17,0.5803041337247749,0.5803041337247749
1,1,18,0.538592133449684,0.538592133449684
1,1,19,0.8740032018881484,0.8740032018881484
1,1,20,0.9104020500276466,0.9104020500276466
1,1,21,0.9811206317314661,0.9811206317314661
1,1,22,1.0477045217183953,1.0477045217183953
1,1,23,1.0537653256412023,1.0537653256412023
1,1,24,0.4303288751744996,0.4303288751744996
1,1,25,0.7597222812012836,0.7597222812012836
1,1,26,0.3784364011440277,0.3784364011440277
1,1,27,0.44021392996773845,0.44021392996773845
1,1,28,0.4938898099415753,0.4938898099415753
1,1,29,0.7440885655641543,0.7440885655641543
1,1,30,0.9355327207516284,0.9355327207516284
1,1,31,0.7991225075461467,0.7991225075461467
1,1,32,0.7593417848493889,0.7593417848493889
1,1,33,1.114456896979881,1.114456896979881
1,1,34,0.8425416733282071,0.8425416733282071
1,1,35,0.8562974074748314,0.8562974074748314
1,1,36,0.35949898513188333,0.35949898513188333
1,1,37,0.6997540401799912,0.6997540401799912
1,1,38,0.12121371549442139,0.12121371549442139
1,1,39,0.7306355226617921,0.7306355226617921
1,1,40,0.7393413920940815,0.7393413920940815
1,1,41,0.770163191379832,0.770163191379832
1,1,42,0.28529406697127196,0.28529406697127196
1,1,43,0.5885294193616755,0.5885294193616755
1,1,44,0.5854688648002625,0.5854688648002625
1,1,45,0.6093818794827331,0.6093818794827331
1,1,46,0.7730824695029036,0.7730824695029036
1,1,47,0.3446374454544653,0.3446374454544653
1,1,48,0.9158998361683579,0.9158998361683579
1,1,49,0.5972139082506823,0.5972139082506823
1,1,50,0.5532824147861389,0.5532824147861389
1,1,51,0.4802111052719997,0.4802111052719997
1,1,52,0.7667450068060486,0.7667450068060486
1,1,53,0.7122988718659249,0.7122988718659249
1,1,54,0.5568682143562385,0.5568682143562385
1,1,55,0.5746678586349678,0.5746678586349678
1,1,56,0.8995743555200609,0.8995743555200609
1,1,57,0.5692245334913228,0.5692245334913228
1,1,58,0.4193634494135487,0.4193634494135487
1,1,59,0.40640563151050174,0.40640563151050174
1,1,60,0.8195993053756713,0.8195993053756713
1,1,61,0.7513207504400644,0.7513207504400644
1,1,62,0.8153103787019114,0.8153103787019114
1,1,63,0.32482704839771825,0.32482704839771825
1,1,64,0.9402980266279157,0.9402980266279157
1,1,65,0.3927533323399477,0.3927533323399477
1,1,66,0.28878474621730615,0.28878474621730615
1,1,67,0.40931810261810575,0.40931810261810575
1,1,68,0.7538509759093641,0.7538509759093641
1,1,69,0.19073678797049723,0.19073678797049723
1,1,70,0.6340369246764693,0.6340369246764693
1,1,71,0.6051971273654921,0.6051971273654921
1,1,72,0.5490889156567103,0.5490889156567103
1,1,73,0.7248656526655621,0.7248656526655621
1,1,74,0.44273084671680585,0.44273084671680585
1,1,75,0.7725660219411596,0.7725660219411596
1,1,76,0.7820179086691326,0.7820179086691326
1,1,77,0.5144920601012629,0.5144920601012629
1,1,78,0.912899285425522,0.912899285425522
1,1,79,0.7233067541342016,0.7233067541342016
1,1,80,1.0157880459966255,1.0157880459966255
1,1,81,0.8697466657470322,0.8697466657470322
1,1,82,0.6204744771469166,0.6204744771469166
